id,from,to,type,speed,length,cost
-975401575#2,from_-975401575#2,to_-975401575#2,real,22.22,59.84,2.6930693069306932
-975401576,from_-975401576,to_-975401576,real,13.89,11.15,0.802735781137509
-975401577,from_-975401577,to_-975401577,real,13.89,28.07,2.020878329733621
-975401578#1,from_-975401578#1,to_-975401578#1,real,22.22,72.06,3.243024302430243
-975401583,from_-975401583,to_-975401583,real,27.78,67.25,2.4208063354931606
-975401585#1,from_-975401585#1,to_-975401585#1,real,8.33,39.31,4.719087635054022
-975401586,from_-975401586,to_-975401586,real,22.22,609.54,27.432043204320433
-975401587,from_-975401587,to_-975401587,real,13.89,114.68,8.256299496040317
-975401588#0,from_-975401588#0,to_-975401588#0,real,13.89,32.65,2.3506119510439163
-975415076,from_-975415076,to_-975415076,real,13.89,48.78,3.511879049676026
-975415077,from_-975415077,to_-975415077,real,13.89,102.39,7.371490280777538
-975415085,from_-975415085,to_-975415085,real,27.78,24.14,0.8689704823614111
-975415086#1,from_-975415086#1,to_-975415086#1,real,27.78,51.59,1.8570914326853851
-975415087#1,from_-975415087#1,to_-975415087#1,real,27.78,59.07,2.126349892008639
-975415088#2,from_-975415088#2,to_-975415088#2,real,27.78,166.5,5.993520518358531
-975415089,from_-975415089,to_-975415089,real,13.89,59.78,4.30381569474442
-975415090,from_-975415090,to_-975415090,real,13.89,17.25,1.241900647948164
-975415092,from_-975415092,to_-975415092,real,13.89,3.64,0.26205903527717783
-975415093#1,from_-975415093#1,to_-975415093#1,real,13.89,106.95,7.699784017278618
-975415094#0,from_-975415094#0,to_-975415094#0,real,13.89,81.83,5.8912886969042475
-975415094#2,from_-975415094#2,to_-975415094#2,real,13.89,12.73,0.9164866810655148
-975415095#0,from_-975415095#0,to_-975415095#0,real,27.78,28.03,1.0089992800575953
-975415095#1,from_-975415095#1,to_-975415095#1,real,27.78,20.39,0.7339812814974802
-975415095#3,from_-975415095#3,to_-975415095#3,real,27.78,61.95,2.2300215982721383
-975415096#2,from_-975415096#2,to_-975415096#2,real,13.89,130.49,9.394528437724983
-975415097,from_-975415097,to_-975415097,real,22.22,24.67,1.1102610261026105
-975415098#3,from_-975415098#3,to_-975415098#3,real,22.22,176.71,7.952745274527453
-975415108,from_-975415108,to_-975415108,real,22.22,59.83,2.692619261926193
-975415113,from_-975415113,to_-975415113,real,22.22,39.15,1.761926192619262
-975415116,from_-975415116,to_-975415116,real,22.22,94.38,4.247524752475248
-988312231,from_-988312231,to_-988312231,real,13.89,27.22,1.9596832253419725
-990057389,from_-990057389,to_-990057389,real,13.89,12.46,0.8970482361411087
-990068611#2,from_-990068611#2,to_-990068611#2,real,22.22,96.59,4.346984698469847
-990093511#1,from_-990093511#1,to_-990093511#1,real,27.78,175.98,6.334773218142548
-990522321#1,from_-990522321#1,to_-990522321#1,real,13.89,110.75,7.973362131029518
-990559912#1,from_-990559912#1,to_-990559912#1,real,8.33,10.42,1.2509003601440576
-992668752#3,from_-992668752#3,to_-992668752#3,real,13.89,486.06,34.99352051835853
-995872091#1,from_-995872091#1,to_-995872091#1,real,13.89,97.11,6.991360691144708
-995872560,from_-995872560,to_-995872560,real,13.89,174.33,12.550755939524839
-995872982#0,from_-995872982#0,to_-995872982#0,real,13.89,65.63,4.7249820014398844
-995872982#2,from_-995872982#2,to_-995872982#2,real,13.89,209.01,15.047516198704102
-996548637#2,from_-996548637#2,to_-996548637#2,real,13.89,88.18,6.348452123830094
-996548638#3,from_-996548638#3,to_-996548638#3,real,13.89,40.58,2.921526277897768
-997381417#0,from_-997381417#0,to_-997381417#0,real,13.89,0.2,0.014398848092152628
-997381417#1,from_-997381417#1,to_-997381417#1,real,13.89,2.16,0.15550755939524838
-997385613#4,from_-997385613#4,to_-997385613#4,real,13.89,69.78,5.023758099352052
-997385614#1,from_-997385614#1,to_-997385614#1,real,22.22,50.79,2.2857785778577857
-997391287#1,from_-997391287#1,to_-997391287#1,real,13.89,28.07,2.020878329733621
-997402723,from_-997402723,to_-997402723,real,8.33,14.2,1.7046818727490995
-997420280#2,from_-997420280#2,to_-997420280#2,real,22.22,46.71,2.1021602160216024
-997420280#20,from_-997420280#20,to_-997420280#20,real,22.22,340.67,15.331683168316832
-997420280#3,from_-997420280#3,to_-997420280#3,real,22.22,33.65,1.5144014401440145
-997420280#4,from_-997420280#4,to_-997420280#4,real,22.22,20.67,0.9302430243024303
-997420280#5,from_-997420280#5,to_-997420280#5,real,22.22,70.66,3.18001800180018
-997431470,from_-997431470,to_-997431470,real,8.33,40.11,4.815126050420168
-997431471#1,from_-997431471#1,to_-997431471#1,real,22.22,9.17,0.41269126912691273
-997431472,from_-997431472,to_-997431472,real,22.22,17.07,0.7682268226822683
-997444969,from_-997444969,to_-997444969,real,13.89,23.68,1.704823614110871
-997450721#2,from_-997450721#2,to_-997450721#2,real,22.22,66.59,2.996849684968497
-997454817,from_-997454817,to_-997454817,real,8.33,0.2,0.024009603841536616
-997528349#1,from_-997528349#1,to_-997528349#1,real,22.22,10.2,0.459045904590459
-997528350,from_-997528350,to_-997528350,real,22.22,59.32,2.6696669666966697
-997896365#2,from_-997896365#2,to_-997896365#2,real,13.89,69.7,5.017998560115191
-997896366#3,from_-997896366#3,to_-997896366#3,real,13.89,95.0,6.839452843772498
-997899555,from_-997899555,to_-997899555,real,27.78,70.0,2.5197984161267097
-997899556,from_-997899556,to_-997899556,real,27.78,60.19,2.1666666666666665
-997899557,from_-997899557,to_-997899557,real,27.78,43.7,1.5730741540676747
-997947657#1,from_-997947657#1,to_-997947657#1,real,13.89,65.24,4.6969042476601865
-997947658#2,from_-997947658#2,to_-997947658#2,real,13.89,5.76,0.4146868250539956
-997949105#2,from_-997949105#2,to_-997949105#2,real,22.22,185.16,8.333033303330334
-997949105#7,from_-997949105#7,to_-997949105#7,real,22.22,475.98,21.421242124212423
1001559563#0,from_1001559563#0,to_1001559563#0,real,2.78,92.86,33.40287769784173
1001559570#0,from_1001559570#0,to_1001559570#0,real,2.78,5.86,2.1079136690647484
1001559570#2,from_1001559570#2,to_1001559570#2,real,2.78,81.1,29.172661870503596
1001559571#0,from_1001559571#0,to_1001559571#0,real,2.78,142.71,51.334532374100725
1001559572#0,from_1001559572#0,to_1001559572#0,real,2.78,0.2,0.07194244604316548
1001559572#2,from_1001559572#2,to_1001559572#2,real,2.78,0.2,0.07194244604316548
1002052383,from_1002052383,to_1002052383,real,13.89,480.18,34.570194384449245
1004129376#0,from_1004129376#0,to_1004129376#0,real,8.33,164.95,19.801920768307323
1004129377#0,from_1004129377#0,to_1004129377#0,real,8.33,83.61,10.037214885954382
1004129377#2,from_1004129377#2,to_1004129377#2,real,8.33,229.28,27.524609843937576
1004129377#6,from_1004129377#6,to_1004129377#6,real,8.33,81.94,9.83673469387755
1004129379,from_1004129379,to_1004129379,real,8.33,91.38,10.969987995198078
1004463145#0,from_1004463145#0,to_1004463145#0,real,22.22,6.57,0.29567956795679573
1004463145#2,from_1004463145#2,to_1004463145#2,real,22.22,0.2,0.009000900090009001
1004463146,from_1004463146,to_1004463146,real,22.22,0.2,0.009000900090009001
1004463147#0,from_1004463147#0,to_1004463147#0,real,22.22,17.85,0.8033303330333035
1004463147#1,from_1004463147#1,to_1004463147#1,real,22.22,37.16,1.6723672367236724
1004463148,from_1004463148,to_1004463148,real,22.22,0.2,0.009000900090009001
1006204340#0,from_1006204340#0,to_1006204340#0,real,13.89,12.78,0.9200863930885528
1006204340#2,from_1006204340#2,to_1006204340#2,real,13.89,12.33,0.8876889848812095
1006204342,from_1006204342,to_1006204342,real,13.89,70.57,5.080633549316054
1006210987#0,from_1006210987#0,to_1006210987#0,real,13.89,90.29,6.500359971202304
1011390750,from_1011390750,to_1011390750,real,2.78,22.41,8.06115107913669
102456899#0,from_102456899#0,to_102456899#0,real,13.89,107.71,7.754499640028797
102555223,from_102555223,to_102555223,real,13.89,59.62,4.292296616270698
102593660#0,from_102593660#0,to_102593660#0,real,8.33,127.35,15.288115246098439
1030029944#0,from_1030029944#0,to_1030029944#0,real,2.78,71.57,25.744604316546763
1033556728#0,from_1033556728#0,to_1033556728#0,real,13.89,144.95,10.435565154787616
1033620731,from_1033620731,to_1033620731,real,25.0,39.35,1.574
1033620732#0,from_1033620732#0,to_1033620732#0,real,13.89,221.93,15.977681785457163
1033620734,from_1033620734,to_1033620734,real,13.89,18.36,1.3218142548596112
1033620735,from_1033620735,to_1033620735,real,13.89,22.13,1.5932325413966881
1033622459#0,from_1033622459#0,to_1033622459#0,real,19.44,352.64,18.139917695473248
1033622459#1,from_1033622459#1,to_1033622459#1,real,19.44,16.11,0.8287037037037036
1033622459#3,from_1033622459#3,to_1033622459#3,real,19.44,262.99,13.528292181069958
1033622460#0,from_1033622460#0,to_1033622460#0,real,19.44,759.25,39.056069958847736
1033622461,from_1033622461,to_1033622461,real,25.0,108.17,4.3268
1033622462#0,from_1033622462#0,to_1033622462#0,real,25.0,92.15,3.6860000000000004
1033622463#0,from_1033622463#0,to_1033622463#0,real,19.44,18.7,0.9619341563786007
1033622463#1,from_1033622463#1,to_1033622463#1,real,19.44,98.32,5.057613168724279
1033622463#2,from_1033622463#2,to_1033622463#2,real,19.44,243.52,12.526748971193415
1033622463#3,from_1033622463#3,to_1033622463#3,real,19.44,75.96,3.907407407407407
1033622464#0,from_1033622464#0,to_1033622464#0,real,22.22,721.16,32.45544554455446
1033622464#5,from_1033622464#5,to_1033622464#5,real,22.22,95.17,4.283078307830784
1033627300,from_1033627300,to_1033627300,real,19.44,103.23,5.310185185185185
1033627301,from_1033627301,to_1033627301,real,13.89,227.84,16.403167746580273
1033628274,from_1033628274,to_1033628274,real,13.89,43.51,3.132469402447804
1033628275#0,from_1033628275#0,to_1033628275#0,real,25.0,40.04,1.6016
1033628275#1,from_1033628275#1,to_1033628275#1,real,25.0,44.77,1.7908000000000002
1033628276,from_1033628276,to_1033628276,real,27.78,77.41,2.786537077033837
1033630305#0,from_1033630305#0,to_1033630305#0,real,25.0,102.29,4.091600000000001
1033630305#3,from_1033630305#3,to_1033630305#3,real,25.0,642.6,25.704
1033630305#6,from_1033630305#6,to_1033630305#6,real,25.0,1499.24,59.9696
1033719113,from_1033719113,to_1033719113,real,19.44,133.19,6.85133744855967
1033719114#0,from_1033719114#0,to_1033719114#0,real,19.44,126.2,6.491769547325102
1033719114#1,from_1033719114#1,to_1033719114#1,real,19.44,180.34,9.276748971193415
1033719115,from_1033719115,to_1033719115,real,13.89,66.14,4.7616990640748735
1033719116,from_1033719116,to_1033719116,real,25.0,66.65,2.6660000000000004
1033721687#0,from_1033721687#0,to_1033721687#0,real,22.22,1266.82,57.01260126012601
1033722535#0,from_1033722535#0,to_1033722535#0,real,13.89,69.78,5.023758099352052
1033722536#0,from_1033722536#0,to_1033722536#0,real,13.89,1.92,0.1382289416846652
1033722536#1,from_1033722536#1,to_1033722536#1,real,13.89,7.92,0.5701943844492441
1033754699,from_1033754699,to_1033754699,real,19.44,36.27,1.8657407407407407
1033754700#0,from_1033754700#0,to_1033754700#0,real,22.22,128.88,5.8001800180018
1033754700#1,from_1033754700#1,to_1033754700#1,real,22.22,250.87,11.290279027902791
1033754701,from_1033754701,to_1033754701,real,16.67,180.45,10.8248350329934
1033754702,from_1033754702,to_1033754702,real,22.22,384.09,17.285778577857787
1033754703,from_1033754703,to_1033754703,real,19.44,53.36,2.744855967078189
1033754704,from_1033754704,to_1033754704,real,19.44,57.68,2.9670781893004112
1033763162#0,from_1033763162#0,to_1033763162#0,real,19.44,151.73,7.805041152263374
1033763163#0,from_1033763163#0,to_1033763163#0,real,19.44,10.74,0.5524691358024691
1033763163#1,from_1033763163#1,to_1033763163#1,real,19.44,129.06,6.638888888888888
1033768046,from_1033768046,to_1033768046,real,13.89,77.24,5.560835133189344
1033768047,from_1033768047,to_1033768047,real,13.89,193.47,13.928725701943844
1033768048,from_1033768048,to_1033768048,real,19.44,52.32,2.691358024691358
103916808#0,from_103916808#0,to_103916808#0,real,2.78,36.61,13.16906474820144
103916808#1,from_103916808#1,to_103916808#1,real,2.78,100.84,36.27338129496403
103916808#4,from_103916808#4,to_103916808#4,real,2.78,151.0,54.31654676258993
103916809#0,from_103916809#0,to_103916809#0,real,2.78,200.94,72.28057553956835
103916811#0,from_103916811#0,to_103916811#0,real,2.78,203.79,73.30575539568346
103916811#3,from_103916811#3,to_103916811#3,real,2.78,300.59,108.12589928057554
103916812,from_103916812,to_103916812,real,2.78,33.54,12.06474820143885
104797980#0,from_104797980#0,to_104797980#0,real,13.89,30.87,2.222462203023758
106384423#0,from_106384423#0,to_106384423#0,real,13.89,113.35,8.160547156227501
106384423#2,from_106384423#2,to_106384423#2,real,13.89,233.21,16.789776817854573
106413651,from_106413651,to_106413651,real,13.89,12.55,0.9035277177825775
106440537#0,from_106440537#0,to_106440537#0,real,13.89,103.15,7.426205903527718
107323364#1,from_107323364#1,to_107323364#1,real,13.89,2.78,0.2001439884809215
107323364#3,from_107323364#3,to_107323364#3,real,13.89,2.07,0.1490280777537797
107323364#4,from_107323364#4,to_107323364#4,real,13.89,10.43,0.7508999280057594
107323364#5,from_107323364#5,to_107323364#5,real,13.89,2.64,0.1900647948164147
107323365,from_107323365,to_107323365,real,13.89,199.9,14.391648668106551
107323367,from_107323367,to_107323367,real,13.89,8.49,0.6112311015118791
107323374,from_107323374,to_107323374,real,13.89,49.13,3.537077033837293
108314581#0,from_108314581#0,to_108314581#0,real,13.89,459.63,33.09071274298056
108425612#0,from_108425612#0,to_108425612#0,real,22.22,114.7,5.162016201620163
108425612#5,from_108425612#5,to_108425612#5,real,22.22,151.51,6.818631863186319
109097612#0,from_109097612#0,to_109097612#0,real,13.89,152.81,11.001439884809216
109986799#0,from_109986799#0,to_109986799#0,real,13.89,96.04,6.914326853851692
109986799#1,from_109986799#1,to_109986799#1,real,13.89,98.32,7.078473722102231
109986799#2,from_109986799#2,to_109986799#2,real,13.89,205.87,14.821454283657307
109986799#3,from_109986799#3,to_109986799#3,real,13.89,142.68,10.272138228941685
109986799#4,from_109986799#4,to_109986799#4,real,13.89,69.63,5.012958963282937
109986799#5,from_109986799#5,to_109986799#5,real,13.89,86.76,6.24622030237581
109986799#7,from_109986799#7,to_109986799#7,real,13.89,179.68,12.93592512598992
109986799#8,from_109986799#8,to_109986799#8,real,13.89,105.57,7.6004319654427634
109986799#9,from_109986799#9,to_109986799#9,real,13.89,115.41,8.308855291576673
110043951#0,from_110043951#0,to_110043951#0,real,11.11,180.29,16.22772277227723
110043961#0,from_110043961#0,to_110043961#0,real,27.78,11.15,0.4013678905687545
110043965,from_110043965,to_110043965,real,13.89,103.14,7.42548596112311
110124480#0,from_110124480#0,to_110124480#0,real,13.89,152.56,10.983441324694024
110124480#3,from_110124480#3,to_110124480#3,real,13.89,21.11,1.5197984161267097
110124482#2,from_110124482#2,to_110124482#2,real,22.22,145.66,6.555355535553556
110124482#3,from_110124482#3,to_110124482#3,real,22.22,359.77,16.19126912691269
110124482#4,from_110124482#4,to_110124482#4,real,22.22,9.21,0.41449144914491454
113442610#0,from_113442610#0,to_113442610#0,real,13.89,36.13,2.601151907847372
113442610#1,from_113442610#1,to_113442610#1,real,13.89,130.26,9.377969762419005
113442610#2,from_113442610#2,to_113442610#2,real,13.89,93.68,6.744420446364291
113442610#3,from_113442610#3,to_113442610#3,real,13.89,119.96,8.636429085673145
113442611#0,from_113442611#0,to_113442611#0,real,2.78,60.51,21.76618705035971
113442612#0,from_113442612#0,to_113442612#0,real,13.89,123.08,8.861051115910726
113442613#1,from_113442613#1,to_113442613#1,real,13.89,144.51,10.40388768898488
115479070#0,from_115479070#0,to_115479070#0,real,13.89,24.41,1.7573794096472282
117178126,from_117178126,to_117178126,real,13.89,16.0,1.1519078473722102
117178128#0,from_117178128#0,to_117178128#0,real,13.89,3.41,0.24550035997120231
117178128#1,from_117178128#1,to_117178128#1,real,13.89,190.82,13.73794096472282
117178131#0,from_117178131#0,to_117178131#0,real,13.89,71.01,5.112311015118791
122425173#0,from_122425173#0,to_122425173#0,real,13.89,29.22,2.1036717062634986
122425173#2,from_122425173#2,to_122425173#2,real,13.89,58.35,4.200863930885529
122425173#4,from_122425173#4,to_122425173#4,real,13.89,57.81,4.161987041036717
122425173#6,from_122425173#6,to_122425173#6,real,13.89,61.06,4.3959683225341974
122425173#9,from_122425173#9,to_122425173#9,real,13.89,201.48,14.505399568034555
125133259#2,from_125133259#2,to_125133259#2,real,2.78,37.74,13.575539568345325
125133260,from_125133260,to_125133260,real,2.78,122.99,44.2410071942446
126209150#0,from_126209150#0,to_126209150#0,real,2.78,175.8,63.237410071942456
126630739,from_126630739,to_126630739,real,13.89,327.69,23.591792656587472
126630740#0,from_126630740#0,to_126630740#0,real,13.89,207.03,14.904967602591793
126774856#1,from_126774856#1,to_126774856#1,real,2.78,10.94,3.935251798561151
126774856#3,from_126774856#3,to_126774856#3,real,2.78,98.98,35.6043165467626
126774856#6,from_126774856#6,to_126774856#6,real,2.78,24.85,8.938848920863311
126774858,from_126774858,to_126774858,real,2.78,48.99,17.622302158273385
126777018,from_126777018,to_126777018,real,2.78,73.26,26.352517985611513
126777019#0,from_126777019#0,to_126777019#0,real,2.78,143.96,51.78417266187051
126777019#3,from_126777019#3,to_126777019#3,real,2.78,251.77,90.56474820143886
126777021#0,from_126777021#0,to_126777021#0,real,2.78,81.86,29.44604316546763
126777023#0,from_126777023#0,to_126777023#0,real,2.78,114.97,41.35611510791367
126777025#0,from_126777025#0,to_126777025#0,real,2.78,30.07,10.81654676258993
126777025#1,from_126777025#1,to_126777025#1,real,2.78,190.13,68.39208633093526
126777027#0,from_126777027#0,to_126777027#0,real,2.78,30.37,10.924460431654678
126777027#1,from_126777027#1,to_126777027#1,real,2.78,154.49,55.571942446043174
126777031#0,from_126777031#0,to_126777031#0,real,2.78,164.54,59.18705035971223
126777033#0,from_126777033#0,to_126777033#0,real,2.78,173.86,62.53956834532375
126777036#0,from_126777036#0,to_126777036#0,real,2.78,32.19,11.579136690647482
126777036#1,from_126777036#1,to_126777036#1,real,2.78,20.91,7.52158273381295
126777039#0,from_126777039#0,to_126777039#0,real,2.78,79.83,28.715827338129497
126777042#0,from_126777042#0,to_126777042#0,real,2.78,165.85,59.65827338129497
126777043,from_126777043,to_126777043,real,2.78,39.3,14.136690647482014
126777044,from_126777044,to_126777044,real,2.78,36.04,12.964028776978418
